path,origin,classification,reason,replacement
"ADVICE_NAVIGATION_INTEGRATION_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AGGIORNAMENTO_GITHUB_SUCCESS.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_COLLABORATIVE_SYSTEM_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_INTEGRATION_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_INTEGRATION_IRRIGATION_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_INTEGRATION_ROADMAP.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_PREDICTION_SYSTEM_ARCHITECTURE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_PREDICTIONS_PAGE_RESTORED.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_SETUP_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_STRATEGY_OPTIMIZED.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_SUGGESTIONS_CLICKABLE_FIX_JAN16.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_SUGGESTIONS_INTEGRATION_PLAN.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_SUGGESTIONS_PLANNER_TAB_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_SUGGESTIONS_WIDGET_AUTH_FIX.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AI_SUGGESTIONS_WIDGET_DASHBOARD_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ALERT_TOTALI_CLICKABLE_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ALLINEAMENTO_DATABASE_COMPLETO_05_01_2026.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ALMANACCO_INTEGRATION_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ALMANACCO_TAB_REMOVAL_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_AI_PREDICTION_SYSTEM_COMPLETA.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_BACKUP_E_SITUAZIONE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_CAMPO_APERTO_SERRA_METEO.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_COMPARATIVA_TRACCIATURA_STRAWBERRY_VS_HYDROPONIC.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_COMPLETA_FRUTTETI_ULIVETI_VIGNETI.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_COMPLETA_VECCHIA_VS_NUOVA_APP.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_DETTAGLIATA_FUNZIONALITA_REALI.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_DIARIO_PIANTE_INDIVIDUALI.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_DIFFERENZE_SCHEMA_COMPLETA.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_INTEGRAZIONE_ZONE_FILARI_AZIONI.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_IOT_THINGSBOARD_COMPLETAMENTO.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_SISTEMA_PREDITTIVO_ORCHESTRATO.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_TIPI_ORTO_IMPLEMENTAZIONE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_TRACCIAMENTO_CAMPO_APERTO.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ANALISI_TRACCIAMENTO_RACCOLTI_PIANTA_PER_PIANTA.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"APP_AVVIATA_LOCALE_SUCCESS.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"APP_LOCALE_AVVIATA_SUCCESS.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"APPLICA_MIGRAZIONE_LAND_ZONES.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"APPLY_DIRECTOR_MIGRATIONS_JAN20.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"APPLY_MIGRATIONS_JAN16_GUIDE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"APPLY_MIGRATIONS_NOW.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ARCHETIPI_INTEGRAZIONE_FINALE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"ARCHITECTURE_ADVANCED_FEATURES_JAN19.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AUTH_SECURITY_FIX_SUCCESS_JAN18.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"AVVIO_SUPABASE_CLI.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BACKUP_DATABASE_COMPLETATO.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BACKUP_RESTORE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BIO_CERTIFICATIONS_IDEMPOTENT_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BIO_CERTIFICATIONS_MIGRATION_FIX.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BLOCKCHAIN_TRACEABILITY_INTEGRATION_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BRIX_CAMERA_ONLY_REALITY_CHECK.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BRIX_MEASUREMENT_GUIDE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BRIX_MEASUREMENT_SUMMARY.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BROWSER_CONSOLE_ERRORS_FIX_JAN28.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BROWSER_ERRORS_FIX_JAN18.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BROWSER_ERRORS_FIX_JAN19_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BROWSER_ERRORS_FIX_JAN19_FILTER_UNDEFINED.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BUILD_FIX_IRRIGATION_ZONE_MANAGER.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BUILD_FIXES_COMPLETE_JAN17.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BUILD_FIXES_SUCCESS_JAN15.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BUILD_PRODUCTION_SUCCESS.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BUILD_STATUS_REPORT.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BUILD_SUCCESS_JAN15.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"BUILD_SUCCESS_REPORT.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CACHE_CORRUPTION_FIX_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CALCOLO_NUTRIZIONE_VISUALE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CALENDARIO_PRO_INTEGRATION_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CAMERA_FUNCTIONALITY_RESTORATION_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CERTIFICATIONS_INTERFACE_FIX_JAN19.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CERTIFICATIONS_OPERATIONAL_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CERTIFICATIONS_SYSTEM_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CHALLENGE_CALENDAR_INTEGRATION_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CHANGELOG_FASE1.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CHECKLIST_PRE_DEPLOY.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CLASSIC_PLANNER_ROTATION_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CLEAN_MIGRATION_PLAN.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CLEAN_MIGRATION_SUCCESS_REPORT.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"CLEANUP_CARTELLE_OBSOLETE_COMPLETE.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_FEB04_COMPLETE_SYSTEMS.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_FEB04_CROP_ROTATION_SYSTEM.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_FEB04_DASHBOARD_HUB_COMPLETE.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_FEB04_LAND_ZONES_MIGRATION.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_FEB04_LAND_ZONES_SYSTEM.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN14.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN15_BUILD_FIXES.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN15.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN16_MOBILE_FIXES.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN16_MULTI_TENANCY.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN16_PLANT_MONITORING.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN16_UI_FIXES.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN16.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN17_ADVICE_NAVIGATION.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN17_COMPLETE_INTEGRATION.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN17_FIXES.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN17_INTEGRATION.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN17_MANUAL_UPDATE_BUILD_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN17_MOBILE_TAB_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN17_MULTI_TENANCY.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN17_SENTINEL_HUB_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN17_TYPESCRIPT_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN18_ALERT_TOTALI_CLICKABLE.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN18_AUTH_SECURITY_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN18_MOBILE_NAVIGATION_FIXES.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN18_PLANTING_PLANS_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_ADVANCED_COMPONENTS_COMPLETE.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_ALMANACCO_INTEGRATION.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_ALMANACCO_TAB_REMOVAL.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_BROWSER_ERRORS_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_FILTER_UNDEFINED_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_HARVEST_MODAL_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_IRRIGATION_ERROR_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_MOBILE_FIXES_COMPLETE.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_MOBILE_FIXES_COMPREHENSIVE.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_OLIVE_ADVANCED.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_ORCHARD_YIELD_TRACKER.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_PLANNER_CLASSIC_MOBILE_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_TAB_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_TWO_ROW_MOBILE_TABS.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_VCCHIORTOMIO_CLEANUP.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN19_VINEYARD_ADVANCED.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN20_AUTOMATED_DIARY.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN20_DIRECTOR_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN20_DIRECTOR_ORCHESTRATOR.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN21_DIRECTOR_MANUAL.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN21_EXPORT_PDF.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN21_GAMIFICATION_REMOVAL.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN21_IN_APP_GUIDES.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN21_IRRIGATION_CALCULATOR.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN21_MANUAL_CORRECTIONS.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN21_MANUAL_UPDATE.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN21_MANUAL_WEB_PAGE.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN21_PLANT_REPORTS.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN21_REPORTS_ADVANCED.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN26_ONBOARDING_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN27_ONBOARDING_DATABASE_FIX_PHASE3.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN27_ONBOARDING_DATABASE_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN28_CONSOLE_ERRORS_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN28_FIELD_ROWS_IRRIGATION_INTEGRATION.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN28_FIX_VIVAIO_PIANTE_COMPLETE.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN28_IRRIGATION_NAVIGATION_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN28_IRRIGATION_SECTION_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN28_MANUAL_UPDATE_FIELD_ROWS.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN28_NAVIGATION_FIX.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN28_PLANT_DETAIL_OPERATIONS_HISTORY.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN28_PLANT_TOOLTIPS.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN28_SISTEMA_INTEGRATO_COMPLETO_FINALE.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE_JAN28_TRANSPLANT_FIX_COMPLETE.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_MESSAGE.txt","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_SUCCESS_JAN15.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMMIT_SUCCESS_SUMMARY.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"COMPARAZIONE_STRATEGICA_TUYA_VS_THINGSBOARD.md","tracked","delete","report sessione commit deploy o duplicato storico in root","MASTERDOC.md"
"components/lunar/README.md","tracked","keep","documentazione tecnica scoped del componente","MASTERDOC.md"
